PIMS_ID,all_text_clean,all_text_clean_spacy,main_strategy_3,,capacity_building,enabling,finance_economy,food_and_agricultural_commodities,governance,law_regulation,management_operation,mitigation_adaptation,monitor_inventory,technology_innovation
4567,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4570,,,[''],1,0,0,0,0,0,0,0,0,0,0
4571,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4588,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4591,,,[''],1,0,0,0,0,0,0,0,0,0,0
4593,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4594,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4598,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4600,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4602,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4603,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4605,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4606,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4607,,,[''],1,0,0,0,0,0,0,0,0,0,0
4625,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4629,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4630,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4634,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4642,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4645,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4647,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4648,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4651,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4656,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4659,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4670,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4673,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4674,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4675,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4679,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4685,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4686,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4690,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4697,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4712,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4716,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4719,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
4720,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4726,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4727,,,[''],1,0,0,0,0,0,0,0,0,0,0
4741,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4743,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4752,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4753,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4754,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4755,,,[''],1,0,0,0,0,0,0,0,0,0,0
4778,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4780,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4798,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4816,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4826,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4829,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4832,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4833,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4836,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4841,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4843,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4858,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4865,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4866,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4873,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4878,,,[''],1,0,0,0,0,0,0,0,0,0,0
4899,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
4900,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4903,,,[''],1,0,0,0,0,0,0,0,0,0,0
4904,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4905,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4919,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4922,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4926,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4932,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
4943,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4947,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4950,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4951,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4955,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4956,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4958,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4964,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4965,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4969,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4979,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4980,,,[''],1,0,0,0,0,0,0,0,0,0,0
4981,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4996,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4998,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5000,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5029,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5032,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5044,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5049,,,[''],1,0,0,0,0,0,0,0,0,0,0
5054,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5061,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5073,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5077,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5079,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5084,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5087,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5088,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5089,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5103,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5106,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5110,,,[''],1,0,0,0,0,0,0,0,0,0,0
5115,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5120,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5121,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5137,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5138,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5140,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5143,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5152,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5154,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5156,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5164,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5165,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5166,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5168,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5174,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5176,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5177,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5178,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5179,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5181,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5182,,,[''],1,0,0,0,0,0,0,0,0,0,0
5186,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5187,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5188,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5189,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5190,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5193,,,[''],1,0,0,0,0,0,0,0,0,0,0
5194,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5200,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5201,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5216,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5218,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5220,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5221,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5224,,,[''],1,0,0,0,0,0,0,0,0,0,0
5226,,,[''],1,0,0,0,0,0,0,0,0,0,0
5228,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5229,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5235,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5236,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5238,,,[''],1,0,0,0,0,0,0,0,0,0,0
5241,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5243,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5245,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5246,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5247,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5256,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5257,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5258,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5261,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5262,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5263,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5264,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5269,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5270,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5271,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5272,,,[''],1,0,0,0,0,0,0,0,0,0,0
5276,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5281,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5284,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5285,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5299,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5303,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5304,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5310,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5311,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5313,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5314,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5315,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5322,,,[''],1,0,0,0,0,0,0,0,0,0,0
5323,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5324,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5325,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5330,,,[''],1,0,0,0,0,0,0,0,0,0,0
5331,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5332,,,[''],1,0,0,0,0,0,0,0,0,0,0
5337,,,[''],1,0,0,0,0,0,0,0,0,0,0
5338,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5339,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5345,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5349,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5357,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5358,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5359,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5361,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5363,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5365,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5366,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5367,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5372,,,[''],1,0,0,0,0,0,0,0,0,0,0
5373,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5375,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5381,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5382,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5383,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5389,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5391,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5392,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5398,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5399,,,[''],1,0,0,0,0,0,0,0,0,0,0
5401,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5411,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5413,,,[''],1,0,0,0,0,0,0,0,0,0,0
5427,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5433,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5436,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5437,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5438,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5439,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5445,,,[''],1,0,0,0,0,0,0,0,0,0,0
5448,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5452,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5459,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5469,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5471,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5474,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5478,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5481,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5482,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5490,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5492,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5495,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5497,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5499,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5510,,,[''],1,0,0,0,0,0,0,0,0,0,0
5519,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5529,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5531,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5541,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5551,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5553,,,[''],1,0,0,0,0,0,0,0,0,0,0
5559,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5560,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5562,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5563,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5569,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5573,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5577,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5578,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5582,,,[''],1,0,0,0,0,0,0,0,0,0,0
5589,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5590,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5602,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5606,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5609,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5610,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5612,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5613,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5625,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5627,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5629,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5646,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5660,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5664,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5665,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5667,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5669,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5680,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5681,,,[''],1,0,0,0,0,0,0,0,0,0,0
5684,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5685,,,[''],1,0,0,0,0,0,0,0,0,0,0
5696,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5699,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5703,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5705,,,[''],1,0,0,0,0,0,0,0,0,0,0
5706,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5708,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5710,,,[''],1,0,0,0,0,0,0,0,0,0,0
5711,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5713,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5714,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5715,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5723,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5724,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5727,,,[''],1,0,0,0,0,0,0,0,0,0,0
5730,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5731,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5733,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5740,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5749,,,[''],1,0,0,0,0,0,0,0,0,0,0
5752,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5757,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5768,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5777,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5783,,,[''],1,0,0,0,0,0,0,0,0,0,0
5791,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5796,,,[''],1,0,0,0,0,0,0,0,0,0,0
5802,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5842,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5845,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5846,,,[''],1,0,0,0,0,0,0,0,0,0,0
5858,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5882,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5894,,,[''],1,0,0,0,0,0,0,0,0,0,0
5896,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5910,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5918,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5919,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5926,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5944,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5945,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5991,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
6030,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
6054,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
6069,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6114,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6125,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6126,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6127,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6138,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6161,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
6182,,,[''],1,0,0,0,0,0,0,0,0,0,0
6202,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
6196,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5775,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5753,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5736,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5701,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5697,,,[''],1,0,0,0,0,0,0,0,0,0,0
5506,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
4797,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4736,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4055,,,[''],1,0,0,0,0,0,0,0,0,0,0
6252,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6248,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6193,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6191,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
6109,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6051,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
6005,,,[''],1,0,0,0,0,0,0,0,0,0,0
6004,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5993,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5979,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5909,,,[''],1,0,0,0,0,0,0,0,0,0,0
5886,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5881,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5880,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5862,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5854,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5844,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5837,,,[''],1,0,0,0,0,0,0,0,0,0,0
5823,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5822,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
