PIMS_ID,all_text_clean,all_text_clean_spacy,main_strategy_2,,capacity_building,enabling,finance_economy,food_and_agricultural_commodities,governance,law_regulation,management_operation,mitigation_adaptation,monitor_inventory,technology_innovation
4741,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4743,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4752,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4753,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4754,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4755,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4778,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4780,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4798,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4816,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4826,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4829,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4832,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4833,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4836,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
4841,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4843,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4858,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4865,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4866,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4873,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4878,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4899,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4900,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4903,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4904,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4905,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4919,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4922,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4926,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
4932,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4943,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4947,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4950,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4951,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4955,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4956,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4958,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4964,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
4965,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4969,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4979,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
4980,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
4981,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4996,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4998,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5000,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5029,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5032,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5044,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5049,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5054,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5061,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5073,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5077,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5079,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5084,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5087,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5088,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5089,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5103,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5106,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5110,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5115,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5120,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5121,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5137,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5138,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5140,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5143,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5152,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5154,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5156,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5164,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5165,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5166,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5168,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5174,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5176,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5177,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5178,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5179,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5181,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5182,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5186,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5187,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5188,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5189,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5190,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5193,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5194,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5200,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5201,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5216,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5218,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5220,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5221,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5224,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5226,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5228,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5229,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5235,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5236,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5238,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5241,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5243,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5245,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5246,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5247,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5256,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5257,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5258,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5261,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5262,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5263,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5264,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5269,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5270,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5271,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5272,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5276,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5281,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5284,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5285,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5299,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5303,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5304,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5310,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5311,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5313,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5314,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5315,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5322,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5323,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5324,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5325,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5330,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5331,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5332,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5337,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5338,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5339,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5345,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5349,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5357,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5358,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5359,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5361,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5363,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5365,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5366,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5367,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5372,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5373,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5375,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5381,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5382,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5383,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5389,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5391,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5392,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5398,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5399,,,[''],1,0,0,0,0,0,0,0,0,0,0
5401,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5411,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5413,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5427,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5433,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5436,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5437,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5438,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5439,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5445,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5448,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5452,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5459,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5469,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5471,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5474,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5478,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5481,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5482,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5490,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5492,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5495,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5497,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5499,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5510,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5519,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5529,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5531,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5541,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5551,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5553,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5559,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5560,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5562,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5563,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5569,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5573,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5577,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5578,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5582,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5589,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5590,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5602,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5606,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5609,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5610,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5612,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5613,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5625,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5627,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5629,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5646,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5660,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5664,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5665,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5667,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5669,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5680,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5681,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5684,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5685,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5696,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5699,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5703,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5705,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5706,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5708,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5710,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5711,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5713,,,[''],1,0,0,0,0,0,0,0,0,0,0
5714,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5715,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5723,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5724,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5727,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5730,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5731,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
5733,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5740,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5749,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5752,,,['technology_innovation'],0,0,0,0,0,0,0,0,0,0,1
5757,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5768,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
5777,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5783,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5791,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5796,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5802,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5842,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5845,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5846,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5858,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5882,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5894,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5896,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5910,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
5918,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5919,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5926,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5944,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5945,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5991,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
6030,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
6054,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6069,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
6114,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
6125,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
6126,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
6127,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
6138,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6161,,,['monitor_inventory'],0,0,0,0,0,0,0,0,0,1,0
6182,,,[''],1,0,0,0,0,0,0,0,0,0,0
6202,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
6196,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5775,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5753,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5736,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5701,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
5697,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5506,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
4797,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
4736,,,['finance_economy'],0,0,0,1,0,0,0,0,0,0,0
4055,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6252,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
6248,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6193,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6191,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
6109,,,['enabling'],0,0,1,0,0,0,0,0,0,0,0
6051,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6005,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
6004,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5993,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5979,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5909,,,['food_and_agricultural_commodities'],0,0,0,0,1,0,0,0,0,0,0
5886,,,['governance'],0,0,0,0,0,1,0,0,0,0,0
5881,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5880,,,['capacity_building'],0,1,0,0,0,0,0,0,0,0,0
5862,,,['management_operation'],0,0,0,0,0,0,0,1,0,0,0
5854,,,['law_regulation'],0,0,0,0,0,0,1,0,0,0,0
5844,,,['mitigation_adaptation'],0,0,0,0,0,0,0,0,1,0,0
